country,date,inflation_rate,interest_rate,oil_price,gdp_growth,unemployment_rate,money_supply_m2,exchange_rate_usd,food_price_index,supply_chain_index
USA,2023-10,3.934467722648127,5.78,87.41,3.33,3.98,15998.0,78.79,127.31,1.58
CHN,2020-06,4.3676313172619965,2.1,33.78,3.85,6.73,11662.0,62.41,87.97,3.02
TUR,2020-02,3.982964173469012,5.51,39.93,-0.39,6.32,11771.0,81.85,102.81,3.33
PHL,2024-02,3.6167208922315504,4.51,79.98,1.69,5.43,13659.0,27.49,144.33,1.43
RUS,2021-05,5.056106154409388,2.9,62.7,3.51,6.13,9007.0,5.22,115.77,1.85
EU,2021-01,5.052593913008711,0.94,74.72,1.43,6.4,13654.0,25.57,115.0,1.57
RUS,2023-03,6.2598809409429315,3.21,79.2,6.06,5.34,12001.0,5.73,116.66,1.0
BRA,2021-11,3.0398411363631603,3.32,70.18,-3.41,5.37,7993.0,16.93,105.12,1.74
JPN,2020-07,4.23624032503061,0.4,37.42,1.15,4.95,9588.0,59.03,95.09,3.4
IDN,2021-06,3.9044268875593335,0.26,68.79,2.97,5.59,10813.0,6.73,94.11,1.62
BRA,2020-12,3.579430864192825,4.05,35.29,-1.31,7.09,9356.0,15.25,92.63,4.31
EU,2022-06,4.589709301927248,1.44,92.43,4.02,5.47,11240.0,26.8,118.26,2.1
IND,2022-09,7.463314530832673,1.57,108.39,0.11,5.64,8230.0,55.61,137.33,1.72
KOR,2023-05,5.076705982931036,2.96,97.53,6.7,4.74,12143.0,21.55,128.28,1.0
RUS,2021-02,3.325442146380065,2.94,54.54,0.93,6.94,10987.0,6.06,117.59,1.0
CAN,2020-12,4.3535633816994075,-1.02,29.88,2.17,6.01,9362.0,23.82,95.14,3.6
EU,2022-07,3.379703664581775,-0.56,122.95,0.51,5.47,12261.0,30.16,100.4,1.1
GBR,2021-11,3.5390720654255143,4.92,46.24,0.54,6.01,10565.0,28.84,111.27,1.33
IDN,2020-09,4.5540013819766,0.04,41.87,3.6,3.65,9270.0,8.0,96.91,3.3
CHN,2021-01,3.7355695819823227,1.66,82.66,4.07,6.74,9947.0,63.75,100.48,1.32
TUR,2021-09,3.3289697971937526,5.0,78.82,1.63,7.03,15343.0,80.99,124.54,2.01
SAU,2024-08,4.633961480892984,3.7,78.01,1.37,5.09,13815.0,2.56,133.87,1.73
CHN,2023-07,3.27161803028529,2.12,75.9,5.68,2.67,7561.0,65.72,140.86,1.72
SAU,2024-06,4.384060773427637,4.64,75.22,0.52,4.25,15722.0,2.68,144.47,1.56
THA,2024-12,3.039173974060589,2.77,82.89,3.57,3.97,14121.0,34.34,140.93,1.67
AUS,2023-06,3.205492215747607,-0.38,62.53,1.92,4.53,14102.0,93.06,115.17,1.91
CHN,2024-03,4.305559530422267,0.76,84.51,5.65,6.03,10796.0,64.08,132.79,1.81
ARG,2023-05,3.293631337994674,3.29,68.64,2.56,5.24,12265.0,74.4,127.3,1.0
CAN,2021-06,2.338373365878844,0.48,75.39,1.91,4.97,6909.0,24.7,99.56,1.25
CHN,2021-03,2.721845289044732,1.84,82.17,-0.12,4.8,10446.0,64.24,118.64,1.91
IND,2024-06,4.843739211717762,3.36,73.17,1.36,2.95,13788.0,50.97,148.18,2.02
RUS,2023-06,5.005169613679549,3.05,84.23,2.83,5.06,11300.0,6.11,133.24,1.07
EU,2021-04,3.130397299726808,2.02,86.23,-1.37,6.31,11589.0,27.91,109.98,1.0
VNM,2023-07,4.82040734875307,1.68,70.53,1.89,6.88,17070.0,82.77,115.52,1.69
TUR,2021-12,3.406706464331888,4.69,56.76,5.33,5.84,14611.0,83.21,107.57,2.4
CAN,2024-03,5.552562424738616,-0.05,79.6,1.73,3.98,11947.0,23.21,121.08,2.23
ZAF,2022-06,4.6118113083408705,3.29,109.41,4.59,6.36,9464.0,48.84,119.84,2.12
THA,2021-10,4.653119824790823,1.29,77.63,-0.55,6.15,8818.0,37.18,118.14,1.18
VNM,2022-06,5.176583234420772,3.19,96.58,2.89,6.53,10945.0,94.23,105.14,1.41
KOR,2023-07,3.170723909691783,4.99,74.0,3.58,5.67,9643.0,21.36,122.19,1.0
MEX,2021-06,6.193566839721039,1.69,62.22,-0.91,6.3,14296.0,97.82,104.53,2.09
USA,2022-10,3.3960367542271195,4.08,99.35,4.82,7.05,9071.0,71.84,115.6,1.0
GBR,2023-07,4.548077666399088,4.28,74.82,4.98,4.41,12241.0,31.01,126.23,1.14
TUR,2022-04,3.9825595975919743,5.28,96.64,3.01,4.18,10578.0,86.62,115.64,1.22
EU,2020-01,4.770454476545997,-0.48,40.24,1.12,6.95,9738.0,27.35,94.11,3.16
ARG,2023-02,3.487702645011482,3.16,72.99,1.26,5.47,12630.0,79.13,127.86,1.13
ZAF,2023-04,6.086610810170177,2.68,59.73,4.22,5.57,18128.0,59.97,133.97,1.74
BRA,2024-03,4.792516456070663,4.15,81.4,3.32,3.61,11659.0,16.17,149.98,2.02
PHL,2021-08,1.4193459824651609,3.12,70.72,0.45,4.99,13117.0,26.42,110.85,1.38
USA,2023-07,0.8365490427654314,3.66,74.41,3.68,4.91,13768.0,74.36,132.76,1.36
ARG,2021-06,4.261716512800988,3.38,71.58,2.26,7.76,13556.0,69.59,118.63,2.57
VNM,2022-02,3.634388696511902,1.02,124.59,2.0,5.43,8231.0,93.81,126.21,1.81
PHL,2023-01,5.133178918395081,3.5,71.32,5.14,4.79,13711.0,28.25,122.12,1.49
BRA,2021-08,2.280392091850326,3.29,71.92,-0.1,7.36,14184.0,18.99,126.41,1.75
CAN,2020-09,4.45053849159371,-0.08,39.66,3.75,7.77,5618.0,24.76,90.09,3.62
EU,2020-04,6.1457107660082055,0.76,41.54,2.4,5.42,10135.0,25.85,106.68,3.28
GBR,2024-10,3.458056454436875,4.71,70.01,5.33,3.78,13156.0,28.35,136.88,1.96
RUS,2021-07,4.198931082771503,4.43,85.76,1.54,6.15,11152.0,5.15,110.11,1.07
ZAF,2024-06,4.129177809243134,2.97,78.92,3.7,3.83,14341.0,57.89,117.58,2.36
MEX,2024-06,6.689535127411671,1.4,82.02,2.26,2.99,16716.0,84.18,129.96,1.36
ARG,2024-11,3.2253271855322554,2.59,74.37,3.04,4.45,13225.0,78.27,135.02,1.96
VNM,2020-04,7.225411607360822,0.27,28.94,3.79,6.84,11542.0,95.93,95.85,3.62
THA,2023-12,2.735732463952264,2.63,69.95,5.28,3.73,12738.0,37.22,130.68,1.62
ARG,2020-09,1.9837987673297992,3.19,38.84,-3.35,7.32,9864.0,72.67,93.51,3.86
MEX,2020-04,2.587013439014094,1.56,34.15,0.4,6.29,8738.0,88.03,108.37,2.94
RUS,2022-12,7.177685700646412,3.15,112.39,-0.03,4.5,13380.0,5.41,114.84,1.43
PHL,2023-01,4.774172185978803,3.5,71.32,5.14,4.79,13711.0,28.25,122.12,1.49
BRA,2023-11,3.6185555358650596,3.57,77.6,2.99,6.18,6781.0,16.83,116.27,1.0
GBR,2024-12,2.262425586175327,6.3,80.51,3.64,3.86,14617.0,28.66,131.09,1.4
VNM,2020-01,3.4118652201297017,1.59,41.86,3.84,6.75,10173.0,91.07,103.38,3.2
ZAF,2020-12,6.420803039801026,3.56,35.79,-2.37,6.52,9911.0,57.85,106.25,3.26
RUS,2021-03,6.556173423381897,3.19,63.59,1.6,7.65,9766.0,5.78,117.04,1.71
ARG,2023-10,1.8101020256390492,3.68,75.55,4.49,5.56,11252.0,72.45,109.68,1.0
MEX,2023-01,2.4140283833305785,1.92,67.57,2.56,3.56,12098.0,94.51,139.59,1.0
JPN,2020-07,3.87700977988634,0.4,37.42,1.15,4.95,9588.0,59.03,95.09,3.4
RUS,2020-09,3.9353846238309944,2.83,41.23,2.92,5.53,8279.0,5.97,97.67,4.15
JPN,2024-01,3.428044581582947,0.25,75.75,5.18,4.13,13690.0,58.76,110.93,1.14
MEX,2021-03,6.511565500409133,2.73,72.33,-0.27,6.35,9707.0,94.22,101.05,1.14
THA,2021-03,2.070564450220218,1.14,62.92,4.19,7.38,11492.0,39.44,109.57,1.09
IND,2022-12,6.097861775859766,5.34,117.45,-0.51,5.75,11746.0,52.75,124.68,1.27
MEX,2024-01,3.2953870787198363,2.81,83.13,2.62,4.68,13770.0,89.02,144.39,2.17
SAU,2020-11,5.148392140311631,2.49,41.1,3.66,6.41,13847.0,2.41,98.7,4.02
RUS,2020-01,3.9445335648937165,3.87,36.38,0.47,6.99,7715.0,5.25,82.65,3.05
TUR,2020-07,5.281639647734085,5.89,36.23,2.03,5.72,8913.0,87.63,95.29,3.44
GBR,2020-11,1.4927614202788633,5.07,41.09,1.14,6.01,9824.0,29.97,87.49,3.01
KOR,2024-08,4.545661628802577,5.4,74.62,2.14,4.34,16368.0,24.13,134.64,1.22
THA,2023-08,0.739849775025043,2.97,74.32,2.53,2.94,13243.0,38.44,133.42,1.0
VNM,2020-09,4.462792620862776,3.09,36.05,4.69,5.99,13764.0,92.4,90.1,3.74
PHL,2024-12,3.2160357279932708,3.82,78.76,2.24,3.64,17626.0,27.65,146.93,2.14
KOR,2023-12,3.7346577119889934,5.74,55.3,0.48,3.76,12321.0,19.63,139.61,1.11
CHN,2022-05,4.306212754855437,0.98,119.83,5.83,6.22,11484.0,67.72,111.35,1.0
GBR,2022-05,5.174154543851691,3.66,112.4,-1.92,6.6,11400.0,29.94,121.57,1.32
IDN,2024-12,1.857578440243289,1.41,88.51,7.67,4.94,17753.0,8.26,143.26,2.23
RUS,2021-11,5.356550319743482,3.92,68.78,0.05,7.74,14386.0,5.31,118.21,2.23
TUR,2020-06,3.418102101553658,5.42,36.19,1.46,4.73,11756.0,90.22,129.93,3.43
TUR,2023-02,4.012196194721857,2.87,92.68,3.91,4.11,13864.0,78.41,123.75,1.11
ARG,2022-11,4.609222967565303,4.31,118.79,1.29,5.48,9306.0,74.05,118.7,2.21
ZAF,2024-05,2.35050822499561,2.22,78.41,1.38,4.0,12313.0,63.39,134.84,1.11
KOR,2020-07,3.218534531192618,5.63,42.64,4.31,5.29,7252.0,20.94,85.89,3.44
CHN,2024-12,3.9328699764535338,1.67,83.78,4.16,6.13,19656.0,67.95,157.55,2.04
IND,2022-11,5.769621151683498,1.77,93.91,-2.56,5.21,16978.0,54.93,131.01,1.62
ZAF,2020-04,5.507982773308949,3.27,34.23,2.15,6.64,10798.0,56.53,82.74,3.98
KOR,2024-05,5.291391986557756,3.56,68.06,-1.63,4.4,13486.0,22.95,132.15,1.16
CHN,2021-12,2.6338981790957687,2.52,68.48,0.69,5.57,13050.0,64.12,108.37,1.15
PHL,2023-11,3.73350473301425,4.44,56.67,1.96,4.46,8917.0,23.42,120.16,1.0
USA,2021-04,3.8540537839201194,4.37,60.85,0.23,5.64,10646.0,77.16,115.56,1.81
RUS,2022-05,3.489042803741387,3.83,94.76,4.67,5.16,13966.0,6.17,110.0,1.32
IND,2023-04,4.880153442681433,3.29,73.79,-2.88,5.66,15948.0,49.99,131.95,1.4
GBR,2024-08,4.191078593496687,4.72,80.17,4.09,4.75,18212.0,30.37,123.74,1.39
SAU,2024-11,3.6017209851306466,3.63,75.12,4.64,5.15,9911.0,2.46,138.82,1.0
TUR,2024-09,3.6395538190279892,5.32,84.16,2.93,5.69,11788.0,83.85,150.22,2.29
KOR,2023-12,3.8542595803459,5.74,55.3,0.48,3.76,12321.0,19.63,139.61,1.11
IDN,2022-05,4.679114451484583,-0.49,113.07,2.32,5.32,10830.0,7.54,124.13,1.25
THA,2022-11,5.832738264253526,2.37,103.95,0.72,5.06,11296.0,40.78,107.67,2.04
PHL,2021-03,1.571066436423838,3.52,66.82,2.97,6.2,10809.0,26.47,117.74,1.23
ARG,2021-12,3.4495665529096176,3.2,70.88,5.08,4.71,10326.0,74.8,96.14,1.0
IDN,2024-03,6.629486530549604,0.22,78.28,5.71,4.19,13299.0,6.95,152.92,2.08
JPN,2022-01,3.0278126255545863,2.1,123.04,4.25,6.97,9866.0,59.2,113.96,1.27
KOR,2022-08,6.318443385468241,5.03,118.23,4.2,6.78,10675.0,19.18,117.36,2.68
VNM,2020-04,7.14967915203041,0.27,28.94,3.79,6.84,11542.0,95.93,95.85,3.62
KOR,2021-03,5.52437713332959,4.71,80.55,-1.68,2.88,12696.0,20.81,112.1,1.48
ARG,2020-05,1.7954311214891083,4.02,41.12,1.64,6.66,9680.0,69.9,70.77,3.78
CAN,2024-09,3.662620405207478,1.66,81.12,1.88,4.21,13562.0,24.13,142.96,1.79
RUS,2020-11,5.472944544222371,3.31,41.09,-0.25,4.99,6469.0,5.23,79.47,4.15
BRA,2020-11,5.647343329165005,3.43,38.03,2.36,6.88,12787.0,16.3,94.44,4.0
AUS,2021-10,5.429169296983444,-0.6,86.08,1.56,6.61,11636.0,98.0,94.45,1.49
THA,2024-07,2.914710910290448,2.01,75.14,3.04,5.12,11459.0,36.95,139.86,1.79
USA,2020-02,5.227810000037913,4.33,44.75,0.02,5.8,6952.0,71.03,78.6,3.91
KOR,2020-01,3.110458804420305,5.44,35.1,1.16,4.09,3858.0,20.64,85.43,3.3
JPN,2023-07,2.9491354626680115,2.42,74.24,5.08,5.58,10754.0,61.62,128.7,1.71
BRA,2022-01,5.3445072090735675,3.51,142.55,1.14,5.18,7556.0,16.19,112.19,1.0
TUR,2021-05,2.999969171202225,6.35,66.77,1.62,5.91,9859.0,82.17,87.84,1.63
EU,2021-08,2.4884583701729506,-0.36,63.19,2.16,7.58,12385.0,29.14,106.93,1.0
IND,2022-12,5.252570688888659,5.34,117.45,-0.51,5.75,11746.0,52.75,124.68,1.27
EU,2021-08,2.0466273080019217,-0.36,63.19,2.16,7.58,12385.0,29.14,106.93,1.0
AUS,2021-12,5.401708620169266,0.67,93.25,0.57,4.18,12111.0,90.27,102.94,1.49
BRA,2023-09,2.6390051474898275,1.75,76.95,3.22,4.37,10438.0,14.07,134.94,1.0
ZAF,2023-05,5.973633316762877,2.53,72.5,2.37,5.31,12353.0,59.69,134.39,1.1
EU,2024-07,3.6021698842609564,0.66,81.48,3.28,3.9,15967.0,26.08,148.85,1.54
PHL,2020-11,1.8974980150689846,3.35,37.89,3.81,6.69,10242.0,28.18,100.03,4.02
VNM,2024-03,4.758433659982172,2.67,76.57,3.62,3.85,17918.0,94.82,146.98,1.79
BRA,2022-08,5.81289056508151,3.58,81.33,2.66,6.64,11462.0,15.51,116.13,2.16
AUS,2024-05,2.8439096879281123,0.62,78.35,4.73,4.88,8403.0,102.67,141.68,1.0
ZAF,2020-06,6.952307713174731,3.42,38.97,-0.37,5.13,5839.0,59.4,111.8,4.3
RUS,2023-11,4.532020586311175,2.4,77.55,1.88,4.95,14587.0,6.1,138.68,2.05
BRA,2022-01,6.432884128454083,3.51,142.55,1.14,5.18,7556.0,16.19,112.19,1.0
SAU,2021-05,4.4805917658667385,1.94,69.71,1.35,7.34,13444.0,2.65,119.75,1.57
IND,2024-04,3.9758592471386347,2.55,78.1,2.6,4.5,17371.0,46.42,146.01,1.81
ZAF,2020-12,6.011742270752904,3.56,35.79,-2.37,6.52,9911.0,57.85,106.25,3.26
BRA,2024-06,4.291152080807171,1.94,70.93,3.91,4.04,16725.0,17.65,141.86,2.08
EU,2022-12,5.394541766406983,-0.22,103.46,4.26,6.11,10301.0,25.63,133.11,1.64
SAU,2023-07,4.987202404628297,3.12,67.22,-1.4,6.27,14481.0,2.56,131.9,1.48
MEX,2022-03,4.414890295212656,1.84,104.01,4.47,5.63,11848.0,83.63,115.23,1.56
RUS,2021-10,3.421761046211956,5.01,86.33,-0.8,6.81,9613.0,5.55,121.34,1.0
TUR,2022-05,4.451083986918817,4.86,118.53,1.73,4.58,15903.0,72.85,122.5,1.69
IDN,2024-01,5.7502969512138735,-2.81,84.78,2.68,4.73,12613.0,7.54,147.15,2.45
THA,2022-10,2.5885923180047348,1.69,106.81,2.34,5.29,13309.0,37.61,117.72,1.15
SAU,2022-05,6.099623822726315,2.93,116.19,-1.75,5.53,7540.0,2.81,122.72,2.29
IND,2023-09,5.105316676200364,2.5,68.85,2.47,3.0,15157.0,46.93,136.35,1.03
AUS,2022-10,5.213018802959281,0.46,137.02,2.53,5.72,7553.0,96.05,115.54,1.0
CAN,2022-09,5.214137461718792,0.67,120.08,3.78,4.18,8746.0,25.09,116.93,1.21
MEX,2023-04,3.6960626301682464,1.98,85.45,4.24,6.39,9327.0,95.36,131.11,1.25
BRA,2020-09,3.9690049417236235,2.53,44.75,2.1,6.68,6935.0,15.68,81.56,3.62
JPN,2020-10,3.6339454522402117,0.78,35.76,2.1,6.68,6428.0,60.93,126.93,3.79
IND,2023-12,6.082064922171398,2.17,60.85,3.3,4.18,11936.0,50.03,141.21,1.15
EU,2021-07,3.9543621523490255,-0.67,74.63,3.39,7.95,8420.0,29.7,107.4,2.56
JPN,2020-09,3.6884213433009156,1.33,36.15,2.69,5.94,9088.0,57.11,95.87,2.85
IND,2023-08,4.439628791272081,2.69,72.54,1.37,5.66,13555.0,46.01,139.38,1.0
MEX,2021-08,4.966802585413858,2.57,76.83,1.26,4.52,10516.0,97.93,112.58,1.8
USA,2023-08,1.1476106699012845,5.01,67.79,3.6,6.52,12856.0,72.19,133.12,1.45
THA,2021-06,3.764082655254971,1.72,70.47,1.82,3.76,8871.0,37.62,118.33,1.62
KOR,2023-11,3.835761543446141,5.07,74.53,1.22,5.63,8141.0,22.74,120.93,2.15
IDN,2023-02,5.438424075868415,-0.32,69.23,2.15,5.29,10071.0,7.25,148.26,1.5
RUS,2022-02,3.7415373728243146,3.16,110.56,0.83,3.78,14310.0,5.69,121.23,1.8
ARG,2021-05,2.147134490638,3.4,62.51,1.86,4.53,9426.0,74.49,111.92,2.07
TUR,2023-11,4.043510215314832,3.18,83.08,3.96,6.38,10707.0,85.92,142.66,1.28
THA,2020-10,3.2887121400999124,2.06,36.1,1.2,6.02,11008.0,38.42,86.92,3.3
GBR,2024-06,2.444364857396649,4.61,84.08,4.98,4.53,13193.0,28.09,129.58,1.57
GBR,2024-12,1.846230789741193,6.3,80.51,3.64,3.86,14617.0,28.66,131.09,1.4
THA,2021-12,1.6450789666560255,2.63,77.52,0.03,5.81,10314.0,36.26,117.52,1.0
IND,2020-01,6.667032181751131,3.84,41.49,1.73,5.06,9147.0,48.36,109.19,3.12
ZAF,2023-02,5.8713533195519725,1.03,81.91,6.89,4.24,12399.0,60.34,136.64,1.65
IND,2021-05,6.668108720211145,1.09,86.4,1.51,5.16,11166.0,49.59,131.71,1.87
KOR,2024-08,5.112262298975184,5.4,74.62,2.14,4.34,16368.0,24.13,134.64,1.22
MEX,2024-06,6.7044727328581315,1.4,82.02,2.26,2.99,16716.0,84.18,129.96,1.36
PHL,2020-10,1.9020366192207518,3.83,35.7,-2.24,6.44,12997.0,29.61,99.21,3.26
JPN,2020-12,5.5514864636102255,1.63,38.39,2.24,6.89,11628.0,59.05,80.72,4.42
TUR,2023-01,3.37490358932926,6.03,74.81,2.53,3.69,10931.0,79.45,131.88,1.76
BRA,2020-06,3.7167385583712775,4.02,32.83,-0.71,6.13,10987.0,15.26,98.49,3.24
IND,2022-09,6.738506408492193,1.57,108.39,0.11,5.64,8230.0,55.61,137.33,1.72
CAN,2022-03,4.363462780433021,1.42,105.73,1.99,4.84,10923.0,23.79,120.28,1.25
IND,2020-10,5.274698103272027,3.04,36.61,2.48,7.13,10359.0,51.06,111.1,3.76
ZAF,2020-10,6.464410665149862,0.28,38.51,1.2,4.13,9225.0,54.49,103.54,3.82
CAN,2022-11,6.636019237763758,-0.13,151.53,2.03,8.14,16197.0,22.04,118.39,1.2
IND,2020-09,5.573928219033012,2.22,41.42,3.24,5.15,11173.0,54.88,101.26,3.37
BRA,2021-04,4.9687297951591844,2.13,62.27,-2.78,5.59,13706.0,16.85,119.13,1.69
BRA,2020-07,4.492678429633784,1.93,36.38,1.49,6.28,9096.0,15.81,96.28,3.4
USA,2020-07,5.0765042495868915,3.86,39.11,3.17,6.8,12359.0,73.06,89.62,3.29
USA,2020-02,3.9419608705422706,4.33,44.75,0.02,5.8,6952.0,71.03,78.6,3.91
USA,2020-01,0.36611483113387944,5.76,34.44,0.34,5.97,10558.0,69.95,94.29,3.66
GBR,2020-12,2.8165262484408085,4.52,36.57,3.42,8.08,9521.0,32.92,88.82,3.04
JPN,2024-05,3.8941106733804225,2.47,73.38,1.11,5.39,11815.0,65.37,148.93,1.33
JPN,2023-07,3.7356361094287625,2.42,74.24,5.08,5.58,10754.0,61.62,128.7,1.71
EU,2021-02,3.4711806833183285,1.31,66.99,0.6,6.8,12653.0,29.83,104.4,1.36
MEX,2021-12,6.791019129947158,0.77,78.77,5.91,5.94,10328.0,91.33,102.51,1.98
GBR,2024-06,3.0008488429757434,4.61,84.08,4.98,4.53,13193.0,28.09,129.58,1.57
PHL,2023-10,0.5542528006700758,4.13,76.61,3.14,5.64,7856.0,27.33,122.92,1.4
USA,2023-07,0.6567111655138556,3.66,74.41,3.68,4.91,13768.0,74.36,132.76,1.36
USA,2020-01,0.22884258231757515,5.76,34.44,0.34,5.97,10558.0,69.95,94.29,3.66
JPN,2024-02,2.5499030915660508,2.47,70.21,4.13,3.89,14306.0,58.51,144.56,1.0
KOR,2023-07,2.36358177488272,4.99,74.0,3.58,5.67,9643.0,21.36,122.19,1.0
CAN,2020-12,5.307045318970555,-1.02,29.88,2.17,6.01,9362.0,23.82,95.14,3.6
THA,2024-05,2.722479464856662,1.15,82.05,4.2,5.55,13686.0,34.18,133.58,1.37
IDN,2020-05,5.485018111652706,1.19,34.49,0.07,6.4,8040.0,7.47,98.6,3.49
AUS,2021-04,3.478133152004545,-1.52,67.62,6.08,6.16,9874.0,96.75,113.98,1.54
IND,2024-07,4.35778546220346,4.34,74.78,1.7,5.14,10670.0,51.54,136.71,2.06
KOR,2023-12,3.5311646791971816,5.74,55.3,0.48,3.76,12321.0,19.63,139.61,1.11
PHL,2021-02,1.8384847360336964,4.36,80.28,2.36,4.48,10895.0,30.19,106.51,1.66
JPN,2020-11,5.571460967776154,0.31,39.52,3.33,5.95,9839.0,57.98,98.83,2.61
KOR,2022-05,6.832915184190687,3.54,107.77,1.35,4.76,12136.0,19.64,102.84,1.75
MEX,2021-04,2.860720776327124,3.54,61.39,-0.53,6.48,9401.0,88.54,101.27,1.77
CHN,2020-12,4.169425906160436,0.15,22.64,-0.55,6.13,7349.0,62.46,104.44,3.7
EU,2020-04,6.146521418039155,0.76,41.54,2.4,5.42,10135.0,25.85,106.68,3.28
AUS,2021-04,4.043457670319636,-1.52,67.62,6.08,6.16,9874.0,96.75,113.98,1.54
MEX,2022-02,7.224861142332493,1.95,102.85,0.31,7.79,11140.0,84.26,138.67,1.35
IND,2022-09,6.983438981241103,1.57,108.39,0.11,5.64,8230.0,55.61,137.33,1.72
TUR,2023-12,5.841608217307003,4.31,88.58,0.28,4.32,14680.0,83.23,129.91,1.67
RUS,2022-09,8.038557298902695,2.27,121.45,1.29,8.21,13148.0,6.39,115.09,2.09
VNM,2024-05,5.3370185032785455,2.17,76.09,4.55,3.93,13103.0,102.95,139.76,1.26
IND,2023-10,5.9211477425011605,-0.33,77.22,3.37,6.8,9597.0,50.56,142.39,2.18
GBR,2023-03,5.454582657206749,5.49,75.0,4.58,5.79,10055.0,27.4,121.93,2.08
EU,2021-09,2.828049871196498,1.34,64.66,2.15,7.23,11161.0,27.65,102.51,1.0
MEX,2021-04,2.888971756137413,3.54,61.39,-0.53,6.48,9401.0,88.54,101.27,1.77
TUR,2020-06,4.088513897970407,5.42,36.19,1.46,4.73,11756.0,90.22,129.93,3.43
JPN,2022-01,2.384342742775478,2.1,123.04,4.25,6.97,9866.0,59.2,113.96,1.27
GBR,2021-12,2.9413922811276354,6.83,71.77,3.19,5.51,11151.0,27.48,118.21,1.77
IND,2021-06,5.768453445526568,2.07,75.51,2.39,5.26,14729.0,48.5,96.8,1.52
RUS,2020-04,5.659342086506598,4.09,39.84,1.03,6.92,12115.0,5.59,108.08,3.95
IND,2024-11,3.4828128242904346,2.74,72.57,3.85,4.74,14461.0,53.76,137.77,1.0
TUR,2021-03,5.4378895215911385,5.97,72.13,0.59,4.65,10617.0,81.32,110.2,1.49
GBR,2020-08,6.201823549774687,3.89,33.65,-0.66,7.34,9961.0,30.45,102.39,4.49
USA,2022-09,4.246176449288062,6.21,100.67,3.22,6.08,14285.0,76.55,113.7,1.32
SAU,2023-12,5.637264206117302,3.22,77.99,2.41,5.5,13166.0,2.65,129.71,1.63
ZAF,2021-11,4.489289319409527,5.34,81.07,1.98,4.88,10551.0,57.15,109.43,1.0
PHL,2023-12,1.2715929725666104,5.08,67.0,3.29,4.17,9217.0,30.28,126.08,1.29
ARG,2023-04,3.4040176684263055,1.45,75.37,10.09,4.31,12612.0,68.57,139.69,2.17
THA,2021-02,2.662952135435458,3.79,71.56,3.79,5.04,10008.0,38.49,118.65,1.08
GBR,2020-04,2.61938846830524,5.8,36.9,1.68,5.94,10549.0,28.71,110.15,3.48
MEX,2020-07,3.5048568956263866,1.91,45.36,-1.77,6.08,6069.0,85.48,105.02,2.75
ARG,2023-01,2.546826805924015,3.07,83.15,0.45,5.37,16042.0,84.11,131.98,1.44
SAU,2020-03,3.7581328055009875,2.23,42.68,3.06,6.43,8323.0,2.46,99.86,2.66
JPN,2023-11,6.3732038604295385,1.11,75.58,-0.46,6.49,12768.0,61.21,130.41,1.29
JPN,2020-05,4.304713922468495,0.99,48.78,1.35,6.05,9068.0,57.62,101.95,4.29
ARG,2022-09,6.134653291165199,2.92,131.42,-0.17,4.83,15654.0,80.09,114.37,1.74
AUS,2020-06,2.2474849136300215,0.13,47.07,1.98,5.21,8998.0,102.35,98.57,3.72
THA,2024-09,3.861603809917689,2.38,88.02,-1.18,5.59,16805.0,37.97,140.61,1.88
VNM,2021-04,5.060425477201735,1.5,74.89,1.25,6.71,12569.0,91.31,114.44,1.0
MEX,2021-10,3.9635796639910836,4.08,78.72,0.78,7.14,7628.0,88.74,108.46,1.0
IDN,2021-08,2.895775862862934,0.27,69.15,2.35,4.43,11680.0,7.61,110.81,1.58
CHN,2022-01,3.6218460596726216,1.22,130.81,5.54,5.01,9155.0,60.78,117.06,2.07
SAU,2020-03,4.352818820512428,2.23,42.68,3.06,6.43,8323.0,2.46,99.86,2.66
TUR,2024-05,4.867475983046853,5.18,70.28,7.23,2.36,13255.0,82.11,133.0,1.81
RUS,2022-11,4.303037499542732,4.34,85.82,2.08,6.82,7453.0,5.0,116.68,1.94
ZAF,2023-07,3.8980807644703486,2.03,69.96,1.46,6.67,12714.0,59.3,126.24,1.79
SAU,2024-05,4.120679416588094,3.73,68.7,4.47,4.2,13949.0,2.58,165.3,1.0
GBR,2023-08,3.9991144301948385,3.6,78.39,5.46,7.22,13369.0,28.37,130.09,1.67
GBR,2023-05,4.230296246764959,3.27,79.25,1.63,3.22,13058.0,31.08,142.9,2.31
TUR,2023-07,5.2463968170697886,5.37,74.09,4.07,6.21,10432.0,87.39,112.2,1.22
ARG,2024-12,1.4731619466531862,4.11,80.84,2.63,5.12,14363.0,77.73,146.52,1.77
GBR,2021-10,1.2031396383465216,4.21,72.35,0.9,5.46,10538.0,30.36,108.64,1.0
CHN,2024-08,4.634060049225205,1.75,84.21,4.57,5.21,15730.0,59.47,147.6,1.0
IND,2024-01,5.492757303804924,1.83,78.03,2.18,4.2,16310.0,47.98,126.54,1.58
GBR,2022-11,4.827932424838118,5.12,124.04,5.62,5.06,15007.0,31.17,121.44,1.59
MEX,2020-12,4.478844645724623,4.21,32.46,-0.04,5.22,10906.0,83.48,91.05,3.59
ZAF,2021-11,3.84134088759619,5.34,81.07,1.98,4.88,10551.0,57.15,109.43,1.0
USA,2023-08,0.7848501438309896,5.01,67.79,3.6,6.52,12856.0,72.19,133.12,1.45
